0	0		42	0		6	6		15	6		15	6		6	15		11	7		5	3		5	3
0	0		992	1135		0	0		0	9		0	0		3	0		6	8		10	13		12	9
0	0		0	0		1032	1068		0	0		0	3764		7	1336		2	0		3	0		843	859
9	9		6	0		0	0		1367	0		4170	0		0	4089		4333	3143		1083	2904		1514	1678
6	6		0	6		0	0		693	2020		0	0		3750	0		0	1092		2593	1105		826	897
0	0		0	0		6	6		6	6		6	6		1581	6		0	0		0	0		0	0
79	73		9	9		0	0		0	8		0	0		0	0		6	6		13	3		2	0
1027	992		0	0		9	12		0	0		0	8		0	0		0	0		8	0		3	3
0	0		6	0		0	0		3	0		9	1		0	9		9	0		6	3		7	3
6	6		0	6		0	0		6	11		0	0		3	0		4	9		11	9		11	9
0	0		1058	1068		6	7		6	8		6	6		12	6		0	0		0	0		0	0
0	0		0	0		1072	1158		0	0		0	2921		0	307		7	8		0	6		871	832
14	9		0	0		15	0		0	0		3889	918		0	4910		3925	1814		1188	2582		920	750
0	0		6	0		2	0		2256	2082		127	0		2972	0		0	1935		2503	1065		1421	1524
7	6		0	6		0	0		0	0		0	0		2293	0		0	0		2	0		0	0
0	0		9	9		9	6		6	6		6	6		6	6		2	0		0	0		0	2
78	72		0	0		5	9		0	0		0	0		0	0		6	7		0	3		3	3
1026	994		0	0		7	0		0	0		5	9		0	9		10	0		6	3		0	0
0	0		6	0		0	0		9	9		4	0		0	0		0	9		10	9		13	13
6	6		0	6		2	0		0	0		0	2		9	0		0	0		0	0		0	0
0	0		643	304		7	6		6	6		6	12		6	6		0	0		0	0		0	0
0	0		657	1607		6	316		0	0		0	236		0	0		8	6		0	3		183	59
12	9		511	33		1339	358		0	4		449	1548		0	829		1104	147		166	527		924	853
0	0		1490	237		1127	602		139	193		155	2019		255	29		2404	1292		1323	1560		301	1461
10	8		745	6		1388	373		7	36		1401	1851		1125	3		2428	732		3125	743		1732	1904
0	0		741	8		1988	7		7	7		1169	1699		1246	12		2781	764		2587	55		558	1228
0	0		757	0		1976	7		702	5		337	1778		2819	869		2806	372		2568	1094		220	863
124	57		752	0		1698	0		1081	1808		9	958		2650	1021		2890	405		2752	591		410	231
40	39		760	4		1842	0		5404	9305		0	5		2505	3582		5641	393		3909	327		3851	2109
433	567		751	6		1899	4		14060	14897		2	4926		1420	1		6437	376		3585	3348		740	3546
255	16		751	6		1805	6		15539	10828		5460	12937		1461	2		2112	4609		1706	7682		1151	1337
604	0		713	0		1951	6		12749	8		14228	14260		1584	6		8568	283		909	7125		11826	6636
82	7		749	0		1869	0		18230	0		14344	14720		1671	17		9780	7216		1719	518		4087	10791
73	0		759	3		1836	0		15289	6		17992	15125		1826	4		13448	10986		1632	7786		387	5461
87	8		738	6		1844	3		18044	0		17698	15614		1985	4134		13558	12204		5907	10946		2683	1705
77	4		744	6		1855	6		15040	3		17692	15532		2036	12433		14375	11750		10697	1282		12067	3298
87	0		747	0		1852	6		14863	6		17392	14729		12340	11986		12498	12618		13099	0		12668	11377
74	6		753	0		1905	0		8567	0		16822	15284		13493	12605		13657	14106		13886	8		12280	12144
76	0		762	3		1918	0		17024	6		14479	11157		13934	13745		14213	12481		11586	3		14250	11149
79	6		754	6		1848	3		12824	0		17399	6		13613	13764		12773	12595		13352	0		13758	1793
73	3		747	6		1859	8		13988	3		16840	6		11420	9266		14044	11707		11473	6		13366	3
78	0		520	0		1874	6		14103	6		17769	0		15234	0		17849	9		14370	0		14467	0
77	6		0	0		1845	0		13799	0		18293	0		17234	6		16577	0		13132	6		14732	7
75	0		8	3		1902	0		13243	6		16692	3		16897	0		17033	0		14800	3		12984	3
86	6		42	6		1751	3		13675	0		10592	6		16507	6		18386	2		14021	0		13914	3
78	3		0	6		1035	7		12467	3		14047	6		11805	3		17573	6		11877	6		12895	3
84	0		0	0		898	6		11213	6		13855	0		7999	0		14604	10		12966	0		11889	0
76	6		42	76		902	17		11276	0		11607	0		15843	6		11341	0		12768	6		14854	6
72	0		7	25		939	17		11867	6		10332	3		14045	0		8736	0		11011	3		13875	3
85	6		0	59		833	98		11669	0		8169	6		13988	12		8908	0		9673	0		11708	3
50	3		0	72		863	52		12168	9		6246	6		13947	16		8767	6		10426	6		10935	7
0	0		39	189		931	90		11666	18		7697	0		13402	0		9525	9		7943	41		11018	0
6	6		0	98		942	93		11228	12		7552	0		11632	74		11249	0		7132	24		10156	13
23	0		16	4		920	42		11484	81		3917	9		10156	20		8695	0		8427	64		7277	14
21	34		7	8		890	4		13158	43		4540	35		8450	53		7453	0		6167	62		6155	34
0	46		2	7		937	8		11938	141		5172	43		6603	104		7387	6		5785	106		5501	42
6	36		44	0		892	7		12280	139		4196	83		5145	166		8851	9		4992	75		6202	40
23	88		0	0		835	0		11946	52		4041	62		5419	23		7421	0		5249	35		4170	122
15	78		7	3		896	0		11292	7		4703	118		5271	0		7283	0		4629	4		4274	4
7	80		0	6		868	3		11949	0		5452	144		6685	7		8322	17		5389	13		6244	4
0	4		0	6		871	6		11419	4		4496	8		6056	4		7606	63		6194	10		2345	4
6	0		9	0		829	6		11047	7		4116	0		4757	0		7056	11		4155	0		2082	0
21	7		42	0		793	0		11434	0		3677	0		4409	6		7514	0		3880	8		2114	8
15	0		6	3		817	0		10099	6		4418	4		4288	0		6230	0		5099	3		2183	3
